,adj.P.Val,P.Value,t,B,logFC
HMGB2,2.49E-18,2.42E-20,10.7828743,35.63892,0.69573475
LUM,2.49E-18,2.41E-20,10.7836793,35.643748,1.12926826
PLA2G2A,2.58E-18,2.51E-20,-10.7769335,35.603287,-1.35136974
ATL3,2.59E-18,2.52E-20,-10.7757853,35.5964,-0.52864701
VWC2,2.68E-18,2.62E-20,10.7697929,35.56046,0.96880206
RRBP1,3.00E-18,2.94E-20,-10.750775,35.446413,-0.58675935
HFE2,3.17E-18,3.12E-20,10.7411321,35.388595,1.28589816
S100A13,3.19E-18,3.14E-20,10.7396356,35.379623,0.62544566
RPN1,3.34E-18,3.30E-20,-10.7315504,35.33115,-0.56866749
HGS,3.47E-18,3.44E-20,-10.7246666,35.289882,-0.63457158
ECM2,3.68E-18,3.65E-20,10.7148258,35.230894,0.80565045
EXTL1,3.74E-18,3.73E-20,10.7115217,35.21109,0.71385808
NIPA2,3.74E-18,3.74E-20,-10.7111728,35.208998,-0.4617481
CBX7,3.91E-18,3.92E-20,10.7033173,35.161916,0.72006593
FAM125A,3.93E-18,3.94E-20,-10.7022866,35.155739,-0.44749581
SLC35F1,4.12E-18,4.14E-20,10.6941627,35.107053,0.99000035
C14ORF179,4.28E-18,4.32E-20,10.6873835,35.066429,0.66575986
BATF,4.56E-18,4.61E-20,-10.6764051,35.000648,-0.36894711
C5ORF46,4.60E-18,4.66E-20,10.674669,34.990247,0.93696144
KIAA0644,4.98E-18,5.06E-20,10.6610587,34.908708,0.81576877
ENTPD6,5.42E-18,5.52E-20,-10.6467769,34.82316,-0.54343569
SNAI2,5.47E-18,5.59E-20,-10.6448346,34.811527,-0.58189374
OKL38,5.59E-18,5.73E-20,-10.6406269,34.786326,-0.92258758
APCDD1L,5.97E-18,6.13E-20,10.629455,34.719421,0.8842807
MEIS1,6.13E-18,6.32E-20,-10.6246577,34.690694,-0.50062532
UNC84B,6.19E-18,6.39E-20,-10.6226888,34.678904,-0.51378452
RNF149,6.29E-18,6.51E-20,-10.6196029,34.660427,-0.47852136
ZNF211,6.39E-18,6.64E-20,10.6164607,34.641612,0.38250661
C1ORF142,6.81E-18,7.08E-20,10.6057246,34.577335,0.67373745
HCST,6.85E-18,7.14E-20,-10.6043428,34.569062,-0.70634771
C2ORF64,7.04E-18,7.37E-20,10.5992449,34.538545,0.63097065
LOC728473,7.23E-18,7.59E-20,10.5944373,34.509766,0.77820406
DYNC2LI1,7.76E-18,8.16E-20,10.5823515,34.437427,0.31532825
LOC731486,8.62E-18,9.08E-20,-10.5647036,34.331815,-0.34977701
FBP1,8.67E-18,9.16E-20,-10.5632831,34.323315,-0.54615444
RGMA,8.87E-18,9.40E-20,-10.5590407,34.297931,-0.7683419
N6AMT1,9.16E-18,9.73E-20,10.5533961,34.264158,0.39673104
C19ORF59,9.50E-18,1.01E-19,-10.5469463,34.225571,-0.66585008
BTBD14A,9.90E-18,1.06E-19,-10.5397027,34.182239,-0.58895335
ASAH1,9.93E-18,1.06E-19,10.5387869,34.17676,0.67107153
CSF3R,1.02E-17,1.09E-19,-10.5341176,34.14883,-0.53723546
LPCAT3,1.05E-17,1.13E-19,-10.5282399,34.113674,-0.70061623
APBB1IP,1.07E-17,1.15E-19,-10.5254337,34.09689,-0.41128766
CIDEB,1.07E-17,1.15E-19,-10.5251998,34.095491,-0.31348705
EPB41L3,1.09E-17,1.18E-19,-10.5211677,34.071377,-0.53304085
LMNB2,1.09E-17,1.18E-19,-10.5212211,34.071696,-0.53777741
HBP1,1.14E-17,1.24E-19,10.5131103,34.023192,0.46007741
PLK2,1.18E-17,1.28E-19,10.5077749,33.991287,0.60583995
SERPINA1,1.19E-17,1.31E-19,-10.5046904,33.972843,-0.48373086
IL18BP,1.22E-17,1.34E-19,-10.5003287,33.946764,-0.49913294
KCNK12,1.26E-17,1.39E-19,-10.4950255,33.915058,-0.69819155
KLHL34,1.28E-17,1.41E-19,10.4920662,33.897366,0.86172027
CDR2L,1.31E-17,1.44E-19,-10.488282,33.874744,-0.67164458
OSGIN2,1.32E-17,1.47E-19,10.4857724,33.859741,0.5210365
STK38L,1.32E-17,1.47E-19,10.4854342,33.857719,0.66125755
SLC30A1,1.52E-17,1.69E-19,10.4617638,33.716244,0.46510474
LILRB2,1.54E-17,1.72E-19,-10.4594609,33.702482,-0.23861956
FBXO32,1.59E-17,1.78E-19,10.4540574,33.670193,1.03565141
C21ORF63,1.60E-17,1.80E-19,-10.4517824,33.656599,-0.56237251
SERPINE1,1.60E-17,1.79E-19,-10.4525758,33.66134,-2.02011805
LIN9,1.83E-17,2.06E-19,10.4299088,33.52592,0.75212204
CTPS,1.93E-17,2.19E-19,-10.419624,33.464489,-0.54591934
PLAU,1.93E-17,2.18E-19,-10.4199076,33.466183,-0.72753356
ZMYND12,2.09E-17,2.36E-19,10.4066983,33.387296,0.57628617
GPRASP2,2.19E-17,2.49E-19,10.3982921,33.3371,0.45278586
HK3,2.19E-17,2.49E-19,-10.3981686,33.336363,-0.45694129
CD59,2.28E-17,2.60E-19,-10.3910199,33.293681,-0.7621343
NR2C1,2.36E-17,2.70E-19,10.3847603,33.256312,0.38635908
ADCY3,2.51E-17,2.87E-19,-10.3745094,33.195122,-0.69030062
LDHA,2.64E-17,3.03E-19,-10.3654903,33.141291,-0.93601543
FAM107A,2.79E-17,3.21E-19,-10.3559476,33.084343,-0.91321695
PKD1L2,2.86E-17,3.30E-19,10.351432,33.057398,0.63723996
C1RL,2.93E-17,3.39E-19,-10.3472072,33.03219,-0.50130425
RNASE2,2.99E-17,3.47E-19,-10.3432555,33.008613,-0.62456108
MED16,3.03E-17,3.52E-19,-10.3410094,32.995212,-0.45465741
PNRC2,3.08E-17,3.58E-19,10.3379642,32.977045,0.40963483
TICAM1,3.10E-17,3.62E-19,-10.3362799,32.966997,-0.37301115
FXR1,3.12E-17,3.65E-19,10.3347204,32.957694,0.39254187
LNX2,3.25E-17,3.81E-19,10.327676,32.915672,0.44416009
FKSG30,3.42E-17,4.03E-19,-10.3187418,32.862385,-0.91350018
PPP1R3C,3.42E-17,4.03E-19,10.3186117,32.861609,0.86892077
TRAK2,3.46E-17,4.09E-19,10.3161657,32.847021,0.62210035
C4ORF41,3.60E-17,4.27E-19,10.3090923,32.804839,0.27251404
MDFIC,3.66E-17,4.34E-19,10.3061563,32.787331,0.67976335
THRA,3.75E-17,4.46E-19,10.3018235,32.761495,0.39949005
CEL,3.82E-17,4.56E-19,-10.2982116,32.73996,-0.62669936
OBFC2A,4.02E-17,4.81E-19,-10.2893749,32.687277,-0.64016917
MTHFR,4.18E-17,5.00E-19,-10.2827878,32.64801,-0.59993945
ZMYND19,4.21E-17,5.06E-19,-10.2810093,32.637409,-0.38680649
KTELC1,4.24E-17,5.10E-19,-10.2794463,32.628092,-0.6111983
LOC285556,4.52E-17,5.45E-19,-10.2685317,32.56304,-1.72700355
ACTB,4.59E-17,5.55E-19,-10.2656821,32.546058,-0.87128213
EMILIN1,5.00E-17,6.06E-19,-10.25109,32.459109,-0.61902433
HSPA2,5.04E-17,6.12E-19,10.249439,32.449272,1.3869027
PRKCQ,5.15E-17,6.26E-19,-10.2456305,32.426582,-0.77655715
AMZ2,5.17E-17,6.30E-19,10.2446802,32.420921,0.46554991
PTBP1,5.66E-17,6.91E-19,-10.2292296,32.328887,-0.56415755
FAM102A,6.00E-17,7.34E-19,10.2192335,32.269355,0.28829237
AIF1,6.53E-17,8.04E-19,-10.2042081,32.179888,-0.6696992
LGMN,6.53E-17,8.02E-19,-10.2046233,32.182361,-0.49876749
STXBP2,6.53E-17,8.04E-19,-10.2041032,32.179264,-0.50925796
FYCO1,6.56E-17,8.10E-19,10.202991,32.172642,0.79635187
PDK4,6.79E-17,8.40E-19,-10.1969266,32.13654,-1.99847694
ARF3,6.82E-17,8.45E-19,-10.1959823,32.130918,-0.4401462
TNNT1,6.83E-17,8.48E-19,10.1952162,32.126358,0.92540834
ISG20,7.13E-17,8.87E-19,-10.1877795,32.082092,-1.08769809
FCN1,7.45E-17,9.29E-19,-10.18019,32.036921,-1.28107708
KLF4,7.86E-17,9.82E-19,-10.1709186,31.981749,-0.75388526
THBS4,8.07E-17,1.01E-18,10.1662569,31.95401,1.27495444
MTE,8.14E-17,1.02E-18,-10.1640325,31.940775,-0.87564852
PHGDH,8.14E-17,1.02E-18,-10.1640878,31.941105,-0.72731494
GRB2,8.34E-17,1.05E-18,-10.1596204,31.914525,-0.34505718
LILRA2,8.70E-17,1.10E-18,-10.1523003,31.870978,-0.47438286
TEAD2,8.78E-17,1.11E-18,-10.1504863,31.860188,-0.4869198
ARPC4,8.96E-17,1.14E-18,-10.1467168,31.837766,-0.56847259
HS.555260,9.01E-17,1.14E-18,10.1455208,31.830652,0.29467868
RAC2,9.21E-17,1.17E-18,-10.1415844,31.80724,-0.68997429
IFI16,9.32E-17,1.19E-18,-10.1391614,31.792829,-0.68089296
SLC31A1,9.58E-17,1.22E-18,-10.1343234,31.764057,-0.54846474
IGSF5,9.88E-17,1.27E-18,10.1287579,31.730961,0.80905264
HS.576694,9.99E-17,1.29E-18,10.1262913,31.716294,1.5629921
SBNO2,9.99E-17,1.29E-18,-10.1259147,31.714055,-0.37714529
TMEM140,9.99E-17,1.29E-18,10.1256893,31.712715,0.79598168
UBN1,9.99E-17,1.28E-18,-10.1267039,31.718748,-0.53451264
FAM46A,1.00E-16,1.30E-18,-10.1246871,31.706756,-0.53891681
APOBEC3F,1.08E-16,1.40E-18,10.1123681,31.633516,0.28753307
LMNA,1.09E-16,1.41E-18,-10.1108471,31.624475,-0.51293659
C17ORF70,1.10E-16,1.44E-18,-10.1071902,31.602737,-0.5190956
TMEM74,1.10E-16,1.43E-18,10.1084114,31.609996,0.74528657
GPNMB,1.13E-16,1.49E-18,10.1023393,31.573904,0.93549594
SOX4,1.13E-16,1.48E-18,10.1027975,31.576628,0.67078589
LOC654264,1.14E-16,1.50E-18,-10.1009044,31.565376,-0.53676632
ARRDC2,1.15E-16,1.51E-18,-10.099441,31.556678,-0.39109033
C5AR1,1.17E-16,1.54E-18,-10.0963796,31.538484,-0.50507383
EYA1,1.17E-16,1.54E-18,10.0958301,31.535218,0.4851707
ZNF385A,1.17E-16,1.55E-18,-10.0957269,31.534605,-0.28843677
POLR3H,1.19E-16,1.58E-18,-10.0924012,31.514841,-0.32296346
GLRB,1.20E-16,1.60E-18,10.0902529,31.502074,0.61034537
FCGR1B,1.22E-16,1.62E-18,-10.087718,31.487011,-0.38491279
C22ORF25,1.24E-16,1.66E-18,10.0837387,31.463367,0.65249651
MKL1,1.25E-16,1.68E-18,-10.0822269,31.454384,-0.41081311
TPD52L1,1.25E-16,1.67E-18,10.0832753,31.460614,0.77912813
ZNF189,1.25E-16,1.68E-18,-10.081882,31.452335,-0.58713449
SLMAP,1.27E-16,1.71E-18,10.0785959,31.432811,0.5251953
GRRP1,1.31E-16,1.76E-18,-10.0738623,31.404689,-0.55970469
MST150,1.41E-16,1.90E-18,-10.0611899,31.329414,-0.35153696
TNFRSF1B,1.42E-16,1.92E-18,-10.0593289,31.318362,-0.5745177
ZMPSTE24,1.43E-16,1.93E-18,-10.0585718,31.313865,-0.50108756
CFD,1.47E-16,2.00E-18,-10.0527818,31.27948,-1.45399369
CD276,1.50E-16,2.05E-18,-10.0491351,31.257824,-0.45421725
OMD,1.53E-16,2.09E-18,10.0456872,31.237351,0.78724288
PPP1R14B,1.54E-16,2.11E-18,-10.0442771,31.228978,-0.85318639
GFOD1,1.58E-16,2.16E-18,-10.0398755,31.202844,-0.79021959
CENPA,1.62E-16,2.22E-18,10.0353155,31.175772,1.69910576
ASCC3L1,1.70E-16,2.34E-18,10.0268161,31.125317,0.37323759
C14ORF135,1.76E-16,2.42E-18,10.0214642,31.093552,0.68113774
TSPAN32,1.84E-16,2.53E-18,10.0135748,31.046729,0.76582245
TM7SF2,1.85E-16,2.56E-18,10.0118574,31.036538,1.05073317
SERPINI1,1.88E-16,2.60E-18,10.0094111,31.022022,0.44686778
TMEM14C,1.94E-16,2.69E-18,10.0035169,30.987048,0.37271483
PCK2,1.95E-16,2.72E-18,-10.001953,30.977769,-0.23683489
S100A11,1.95E-16,2.72E-18,-10.001991,30.977994,-0.80914981
SIRT5,2.00E-16,2.80E-18,9.9971658,30.949368,0.45836353
LOC401397,2.06E-16,2.88E-18,9.9920874,30.919241,0.78706251
KIAA1429,2.08E-16,2.91E-18,9.9907034,30.911031,0.33967722
LOC399942,2.10E-16,2.95E-18,-9.9883396,30.897009,-0.84395961
TMEM51,2.31E-16,3.25E-18,-9.9723106,30.801946,-0.47677344
LYN,2.56E-16,3.60E-18,-9.9549948,30.699282,-0.5875273
SGIP1,2.69E-16,3.80E-18,9.9462155,30.647243,0.74079801
RHOG,2.86E-16,4.05E-18,-9.9356503,30.58463,-0.55414439
SPI1,2.91E-16,4.12E-18,-9.9326558,30.566886,-0.34337863
RCOR3,2.92E-16,4.15E-18,9.9316059,30.560664,0.50081966
APOLD1,3.04E-16,4.32E-18,-9.9249031,30.520951,-1.49466949
HS.193406,3.06E-16,4.36E-18,-9.9232876,30.51138,-0.61479978
MGST3,3.09E-16,4.40E-18,9.9216323,30.501574,0.4626519
STEAP3,3.11E-16,4.44E-18,-9.9200718,30.492329,-0.34436123
HS.40061,3.16E-16,4.53E-18,9.9170071,30.474174,0.3138161
PYGL,3.23E-16,4.64E-18,-9.9128251,30.449402,-0.38152672
FZD1,3.35E-16,4.81E-18,9.9068672,30.414115,0.51589518
LOC643783,3.36E-16,4.84E-18,9.9058092,30.407849,0.29595794
MUC1,3.49E-16,5.03E-18,-9.8994403,30.370132,-0.31822567
HSPA4L,3.50E-16,5.05E-18,9.8987064,30.365786,0.39544106
TMEM149,3.60E-16,5.21E-18,-9.8935435,30.335215,-0.49102382
CCNYL1,3.68E-16,5.34E-18,-9.8895915,30.311816,-0.33863823
ZNF536,3.72E-16,5.40E-18,9.8876081,30.300074,0.50703068
S100A12,3.73E-16,5.43E-18,-9.8866579,30.294448,-0.61359864
ATP2A2,3.79E-16,5.53E-18,-9.8836553,30.276673,-0.76091762
C10ORF110,3.88E-16,5.67E-18,9.8795391,30.252307,0.81628717
ZNF616,3.93E-16,5.75E-18,9.8770266,30.237435,0.30119471
KCNA5,3.96E-16,5.81E-18,9.8753473,30.227495,0.90725293
C12ORF47,4.15E-16,6.09E-18,9.8674339,30.18066,0.5033484
DNAJC4,4.17E-16,6.14E-18,9.8660751,30.172619,0.34926402
RGS1,4.18E-16,6.17E-18,-9.8654693,30.169034,-0.89414677
ARHGAP9,4.33E-16,6.39E-18,-9.8595834,30.134206,-0.40991104
ID3,4.59E-16,6.79E-18,-9.8495291,30.07472,-0.67670761
LOC648024,4.59E-16,6.81E-18,-9.848922,30.071129,-0.82989153
FRMD3,4.66E-16,6.92E-18,9.846257,30.055363,0.68274702
IER3,4.86E-16,7.23E-18,9.8388508,30.011556,1.17623234
C13ORF15,4.88E-16,7.27E-18,-9.8380615,30.006888,-0.7983955
EDC3,5.04E-16,7.52E-18,9.8323052,29.972844,0.70494784
GARNL3,5.08E-16,7.60E-18,9.8306013,29.962768,0.58775215
FAM129B,5.11E-16,7.65E-18,-9.829462,29.956031,-0.51680682
RNASE1,5.16E-16,7.75E-18,-9.8273583,29.943591,-0.70618921
SMTNL2,5.33E-16,8.01E-18,-9.8218841,29.911223,-0.58322798
SNX13,5.57E-16,8.39E-18,9.8141023,29.865216,0.46268493
FGD3,5.62E-16,8.48E-18,-9.8123674,29.854961,-0.4652769
PDGFRB,5.91E-16,8.94E-18,-9.8036013,29.803146,-0.66891769
C1ORF105,5.98E-16,9.05E-18,-9.8014267,29.790294,-0.39942734
SLC7A5,6.13E-16,9.29E-18,-9.7970641,29.764511,-0.92991768
CD33,6.18E-16,9.38E-18,-9.795408,29.754725,-0.37709809
FAM46B,6.60E-16,1.00E-17,-9.7841836,29.688404,-1.07349898
CLIC1,6.85E-16,1.04E-17,-9.7776417,29.649758,-0.88336252
PUF60,6.92E-16,1.06E-17,-9.7755743,29.637545,-0.4191306
FPR3,7.55E-16,1.15E-17,-9.7607771,29.550154,-0.4976725
B4GALT5,7.61E-16,1.17E-17,-9.7588756,29.538926,-0.53372051
GCA,7.61E-16,1.17E-17,-9.7591324,29.540442,-0.56461253
SNF1LK,7.97E-16,1.23E-17,-9.7507652,29.49104,-0.99420482
SOCS1,7.98E-16,1.23E-17,-9.7503547,29.488616,-0.63078111
SLC31A2,8.05E-16,1.24E-17,-9.7484864,29.477586,-0.50684159
LOC642897,8.17E-16,1.26E-17,9.7459205,29.462439,0.56260221
KLHL13,8.57E-16,1.33E-17,9.7372521,29.411273,0.42160115
YARS,8.57E-16,1.33E-17,-9.7375834,29.413228,-0.52945853
TMCO3,8.64E-16,1.34E-17,9.735712,29.402184,0.60465623
BRD8,9.05E-16,1.41E-17,9.7276261,29.354465,0.30210203
CACNA1H,9.13E-16,1.42E-17,-9.7258848,29.344191,-0.41345502
BDNF,9.25E-16,1.44E-17,9.7233788,29.329404,0.54327087
COMMD1,9.91E-16,1.55E-17,9.7116078,29.25996,0.49102764
FLJ35801,1.01E-15,1.59E-17,-9.7073856,29.235055,-0.41780005
USP46,1.01E-15,1.58E-17,9.7088474,29.243678,0.59919467
MLKL,1.06E-15,1.67E-17,-9.699527,29.188707,-0.3836644
PHF3,1.07E-15,1.68E-17,9.6977577,29.178274,0.47036893
TMEM56,1.09E-15,1.72E-17,9.6945352,29.159271,0.63340859
LHFPL2,1.10E-15,1.74E-17,-9.6918545,29.143464,-0.6547925
ATPBD4,1.13E-15,1.79E-17,9.6877438,29.119228,0.3432886
MYADM,1.15E-15,1.83E-17,-9.6841566,29.098079,-0.57655321
DRAM,1.16E-15,1.85E-17,-9.6824088,29.087776,-0.43362778
LILRA3,1.19E-15,1.90E-17,-9.677669,29.059836,-0.35762416
XPO4,1.19E-15,1.89E-17,9.6787672,29.066309,0.77295963
TRIM39,1.20E-15,1.91E-17,9.6767802,29.054597,0.23857684
CCL2,1.21E-15,1.94E-17,-9.6743995,29.040565,-1.43696794
TTYH3,1.24E-15,1.98E-17,-9.6705621,29.017948,-0.40449285
PTCD2,1.25E-15,2.01E-17,9.6684376,29.005428,0.41037155
GPBAR1,1.37E-15,2.20E-17,-9.652863,28.913659,-0.40493475
RNF20,1.41E-15,2.26E-17,9.6483063,28.886817,0.55299308
ADFP,1.45E-15,2.35E-17,-9.6422454,28.851117,-1.1585144
ARPC5L,1.45E-15,2.35E-17,-9.642269,28.851256,-0.60863466
UNQ2541,1.45E-15,2.34E-17,-9.6423091,28.851492,-0.42280156
ZNF30,1.47E-15,2.38E-17,9.6401304,28.838661,0.38544216
HRK,1.48E-15,2.40E-17,9.6384098,28.828527,0.54879057
SOX18,1.48E-15,2.41E-17,-9.637901,28.825531,-0.87102824
CXCR7,1.50E-15,2.44E-17,9.6359134,28.813826,0.8206155
ITPR3,1.53E-15,2.50E-17,-9.6314146,28.787334,-0.63547262
MAGOH,1.55E-15,2.52E-17,-9.6299855,28.778919,-0.58152113
NEDD9,1.56E-15,2.56E-17,-9.6277486,28.765749,-0.55240805
FLJ23584,1.63E-15,2.68E-17,9.6200144,28.720215,0.40709218
FLJ27354,1.66E-15,2.73E-17,9.6169625,28.70225,0.48802044
IL15RA,1.67E-15,2.75E-17,-9.6156703,28.694644,-0.20749615
UPF3B,1.70E-15,2.80E-17,9.6128078,28.677795,0.32307628
KIAA1303,1.74E-15,2.87E-17,9.6085663,28.652832,0.24294168
GADD45G,1.76E-15,2.90E-17,-9.6066755,28.641704,-1.23108871
PYCARD,1.77E-15,2.92E-17,-9.6053914,28.634147,-0.42325802
LRP5,1.80E-15,2.98E-17,9.601982,28.614084,0.41330811
ZNF16,1.80E-15,2.98E-17,9.6023246,28.6161,0.24571965
BBS4,1.85E-15,3.07E-17,9.597161,28.585718,0.47278923
ST8SIA5,1.87E-15,3.12E-17,9.5946109,28.570714,0.7110239
CSK,1.89E-15,3.15E-17,-9.5926314,28.559068,-0.51529051
PTHR1,1.98E-15,3.31E-17,-9.5847387,28.512639,-0.61008827
TLL2,1.98E-15,3.32E-17,9.5841028,28.508899,0.59873357
TAF15,2.01E-15,3.36E-17,9.5819573,28.49628,1.02038159
EIF4ENIF1,2.03E-15,3.41E-17,9.5793455,28.480919,0.32426167
C6ORF111,2.04E-15,3.43E-17,9.5787847,28.477621,0.48704557
HS.224794,2.07E-15,3.49E-17,-9.5758271,28.460227,-0.56064624
FURIN,2.08E-15,3.50E-17,-9.5750713,28.455783,-0.4594376
POLR1E,2.08E-15,3.51E-17,9.5749002,28.454777,0.52716404
HS.127545,2.10E-15,3.55E-17,9.5728181,28.442533,0.3311512
SUSD1,2.10E-15,3.56E-17,-9.5722539,28.439215,-0.45726809
ZNF502,2.10E-15,3.56E-17,9.5725286,28.44083,0.2293565
NBPF10,2.15E-15,3.66E-17,-9.567671,28.412268,-0.68254166
NT5DC3,2.15E-15,3.66E-17,-9.5678812,28.413504,-0.51109798
TUBG1,2.19E-15,3.73E-17,-9.5645905,28.394156,-0.42198037
ARHGDIA,2.25E-15,3.85E-17,-9.5592193,28.36258,-0.62153656
PAFAH1B3,2.28E-15,3.90E-17,-9.5572039,28.350733,-0.4246421
LMCD1,2.36E-15,4.05E-17,-9.5506587,28.312262,-1.43168706
LY96,2.36E-15,4.05E-17,-9.5504867,28.311251,-0.91291293
PROM1,2.43E-15,4.18E-17,9.545371,28.281187,1.18586083
SPTBN1,2.45E-15,4.22E-17,9.5439678,28.272942,0.52092983
FADD,2.67E-15,4.60E-17,-9.5294062,28.187388,-0.41329963
ZNF671,2.73E-15,4.71E-17,9.5252039,28.162704,0.37320053
C14ORF28,2.78E-15,4.81E-17,9.5218941,28.143264,0.55535679
ETS2,2.79E-15,4.82E-17,-9.5213121,28.139846,-0.57320958
LOC374395,2.79E-15,4.84E-17,-9.5209367,28.137641,-0.40612114
LARP7,2.85E-15,4.94E-17,9.5173072,28.116325,0.41632212
NINJ2,2.87E-15,4.99E-17,-9.5156692,28.106706,-0.59407713
C9ORF24,2.90E-15,5.04E-17,9.5138996,28.096315,0.59302528
ADAMTS9,2.91E-15,5.07E-17,-9.5129065,28.090483,-0.97798002
FGF1,2.96E-15,5.16E-17,9.5099354,28.073038,0.34709066
LOC647000,2.99E-15,5.23E-17,-9.5079115,28.061155,-0.58634859
MORN4,3.04E-15,5.33E-17,9.5046387,28.04194,0.39693955
CCR1,3.07E-15,5.39E-17,-9.5025437,28.029641,-0.3291429
HMOX1,3.11E-15,5.46E-17,-9.5005813,28.018122,-0.49564731
LRSAM1,3.40E-15,5.98E-17,-9.4852683,27.928249,-0.40604262
CXCL2,3.58E-15,6.32E-17,-9.4760031,27.873887,-0.83069703
GLIPR1,3.73E-15,6.58E-17,-9.4690453,27.833072,-0.50721295
MFN2,3.73E-15,6.60E-17,9.4686869,27.83097,0.59441107
RBM20,3.97E-15,7.03E-17,9.4580704,27.768707,0.82355951
CCND3,4.00E-15,7.09E-17,-9.4566566,27.760416,-0.44810414
MOAP1,4.07E-15,7.22E-17,9.4534479,27.741602,0.5751127
NLRP3,4.27E-15,7.59E-17,-9.4451083,27.692709,-0.25205762
SKP1A,4.76E-15,8.48E-17,9.4265204,27.583771,0.3478359
UBE2J1,4.82E-15,8.60E-17,-9.4242043,27.570201,-0.55765986
COL4A5,5.18E-15,9.25E-17,9.4118592,27.497882,0.55263042
BTK,5.23E-15,9.35E-17,-9.4099935,27.486955,-0.45200436
SLC7A7,5.32E-15,9.53E-17,-9.4068299,27.468427,-0.59031574
CX3CR1,5.37E-15,9.64E-17,9.4048595,27.456888,0.48744057
WARS,5.37E-15,9.66E-17,-9.4046203,27.455487,-0.71136125
SPOCK1,5.56E-15,1.00E-16,-9.3986291,27.420405,-0.9832876
CAPN3,5.76E-15,1.04E-16,9.3925661,27.384908,0.43727558
TSC1,5.89E-15,1.06E-16,9.3885208,27.361227,0.49905845
SLC2A6,6.03E-15,1.09E-16,-9.384374,27.336954,-0.43375095
C3AR1,6.57E-15,1.19E-16,-9.3694627,27.249696,-0.3793418
KIAA1468,7.25E-15,1.31E-16,9.3526434,27.151313,0.25291838
PPM1G,7.49E-15,1.36E-16,-9.3470154,27.118402,-0.43234723
PDGFRA,7.57E-15,1.38E-16,-9.3450399,27.106851,-0.68936034
TIMP4,7.98E-15,1.45E-16,-9.3357742,27.052682,-0.85476831
PPCS,8.02E-15,1.46E-16,9.3346632,27.046188,0.40772888
MYD88,8.03E-15,1.47E-16,-9.3342318,27.043666,-0.34968365
NOL6,8.10E-15,1.48E-16,-9.3322269,27.031947,-0.41982343
TUBA1A,8.10E-15,1.48E-16,-9.3324293,27.03313,-0.61539479
PMM1,8.22E-15,1.51E-16,9.3295654,27.016392,0.33720014
NMNAT3,8.42E-15,1.55E-16,9.3252204,26.990999,0.41620663
C5ORF37,8.47E-15,1.56E-16,9.3240704,26.984278,0.26873168
MYCN,8.53E-15,1.57E-16,9.3226582,26.976026,0.33630079
ZNF277,8.64E-15,1.59E-16,9.3202944,26.962214,0.50250261
SNCA,8.68E-15,1.60E-16,9.3191594,26.955582,1.0122578
SFRP4,8.70E-15,1.61E-16,9.3185461,26.951998,0.94714633
LANCL1,9.24E-15,1.71E-16,9.3081335,26.891168,0.41392349
PRDX6,9.47E-15,1.76E-16,-9.303739,26.865501,-0.45517355
AQP9,9.52E-15,1.77E-16,-9.302677,26.859298,-0.6591233
PLSCR3,9.76E-15,1.82E-16,-9.2982284,26.833319,-0.52029936
UNC45B,9.76E-15,1.82E-16,9.2979471,26.831676,0.40824365
FCGBP,1.01E-14,1.89E-16,-9.291147,26.79197,-0.81855928
NOL1,1.02E-14,1.91E-16,-9.2892897,26.781127,-0.46531917
GAB1,1.05E-14,1.96E-16,9.2851857,26.757168,0.33969341
LRCH4,1.05E-14,1.97E-16,-9.2846819,26.754227,-0.45211911
ZFP90,1.05E-14,1.96E-16,9.2851805,26.757138,0.3809534
IL4R,1.06E-14,2.00E-16,-9.2816937,26.736784,-0.34903186
MAP2K1,1.06E-14,1.99E-16,-9.2828869,26.743749,-0.75710053
P2RY11,1.06E-14,2.00E-16,-9.2817174,26.736923,-0.34566027
CPT1B,1.07E-14,2.01E-16,9.2807566,26.731315,0.75426414
GABRB1,1.09E-14,2.05E-16,9.2776631,26.713259,0.8217483
TGFBR3,1.12E-14,2.12E-16,-9.2722357,26.681586,-0.64517486
RDH5,1.13E-14,2.14E-16,-9.2703572,26.670624,-0.86293715
MLLT11,1.14E-14,2.17E-16,9.2683126,26.658694,1.08499382
PNPLA4,1.16E-14,2.21E-16,9.2649249,26.638928,0.40876993
GRK4,1.22E-14,2.33E-16,9.2563365,26.588827,0.34579148
HLF,1.22E-14,2.32E-16,9.2565014,26.589789,0.65543902
TMEM42,1.26E-14,2.40E-16,9.25095,26.557411,0.48794428
EIF4A1,1.27E-14,2.42E-16,-9.2498112,26.550769,-0.73277933
ELL,1.31E-14,2.50E-16,-9.2439227,26.516432,-0.29405796
LFNG,1.31E-14,2.51E-16,9.2433365,26.513014,0.55729921
SLC44A3,1.35E-14,2.59E-16,-9.2383605,26.484001,-0.43203124
DCUN1D2,1.38E-14,2.66E-16,9.2338304,26.457593,0.59744827
KIAA1370,1.39E-14,2.67E-16,9.2331357,26.453544,0.52320023
MMP9,1.39E-14,2.68E-16,-9.2321105,26.447568,-0.43886495
PLA2G15,1.42E-14,2.73E-16,9.2289828,26.429337,0.54685491
CCDC109B,1.43E-14,2.77E-16,-9.227006,26.417816,-0.82503012
NPTX2,1.52E-14,2.94E-16,-9.2168177,26.358446,-1.04995179
REXO1,1.55E-14,3.01E-16,-9.2126514,26.334173,-0.31868798
